id,label,expiration_date,value,state
0056-VSLJC,0056-VSLJC,2023-08-31,20,0
0057-XCDPA,0057-XCDPA,2023-08-31,20,0
0058-PCEDH,0058-PCEDH,2023-08-31,20,0
0059-EOUVU,0059-EOUVU,2023-08-31,20,0
0060-YFLQT,0060-YFLQT,2023-08-31,20,0
0061-HUAUU,0061-HUAUU,2023-08-31,20,0
0062-UBXNX,0062-UBXNX,2023-08-31,20,0
0063-YSMKQ,0063-YSMKQ,2023-08-31,20,0
0064-QQPFS,0064-QQPFS,2023-08-31,20,0
0065-CJDYZ,0065-CJDYZ,2023-08-31,20,0
0066-VMMFM,0066-VMMFM,2023-08-31,20,0
0067-FHBQQ,0067-FHBQQ,2023-08-31,20,0
0068-AGRWL,0068-AGRWL,2023-08-31,20,0
0069-ZXWEF,0069-ZXWEF,2023-08-31,20,0
0070-CCFWJ,0070-CCFWJ,2023-08-31,20,0
0071-HGDTL,0071-HGDTL,2023-08-31,20,0
0072-CNKJN,0072-CNKJN,2023-08-31,20,0
0073-QTOMN,0073-QTOMN,2023-08-31,20,0
0074-SNMWW,0074-SNMWW,2023-08-31,20,0
0075-UIOUW,0075-UIOUW,2023-08-31,20,0
0076-MOXFZ,0076-MOXFZ,2023-08-31,20,0
0077-CJFIW,0077-CJFIW,2023-08-31,20,0
0078-RDTZL,0078-RDTZL,2023-08-31,20,0
0079-SKCWB,0079-SKCWB,2023-08-31,20,0
0080-WGVUG,0080-WGVUG,2023-08-31,20,0
0081-KCVYE,0081-KCVYE,2023-08-31,20,0
0082-GVFAG,0082-GVFAG,2023-08-31,20,0
0083-KDFVG,0083-KDFVG,2023-08-31,20,0
0084-IRHZA,0084-IRHZA,2023-08-31,20,0
0085-NKRYL,0085-NKRYL,2023-08-31,20,0
0086-VAJQT,0086-VAJQT,2023-08-31,20,0
0087-OHLWM,0087-OHLWM,2023-08-31,20,0
0088-SCOPE,0088-SCOPE,2023-08-31,20,0
0089-IWCOI,0089-IWCOI,2023-08-31,20,0
0090-KBNLM,0090-KBNLM,2023-08-31,20,0
0091-NFOJK,0091-NFOJK,2023-08-31,20,0
0092-EOXAS,0092-EOXAS,2023-08-31,20,0
0093-SYVBQ,0093-SYVBQ,2023-08-31,20,0
0094-WSCSL,0094-WSCSL,2023-08-31,20,0
0095-GMMLA,0095-GMMLA,2023-08-31,20,0
0096-CFYBN,0096-CFYBN,2023-08-31,20,0
0097-KNKMT,0097-KNKMT,2023-08-31,20,0
0098-DGDIX,0098-DGDIX,2023-08-31,20,0
0099-DZXTU,0099-DZXTU,2023-08-31,20,0
0100-WERSM,0100-WERSM,2023-08-31,20,0
0101-ROBSZ,0101-ROBSZ,2023-08-31,20,0
0102-VODFO,0102-VODFO,2023-08-31,20,0
0103-WYYPO,0103-WYYPO,2023-08-31,20,0
0104-JEREF,0104-JEREF,2023-08-31,20,0
0105-EIRDQ,0105-EIRDQ,2023-08-31,20,0
0106-DYHEB,0106-DYHEB,2023-08-31,20,0
0107-MRUMQ,0107-MRUMQ,2023-08-31,20,0
0108-FGGUA,0108-FGGUA,2023-08-31,20,0
0109-FZMXW,0109-FZMXW,2023-08-31,20,0
0110-TKOIT,0110-TKOIT,2023-08-31,20,0
0111-SGYLO,0111-SGYLO,2023-08-31,20,0
0112-YWTHR,0112-YWTHR,2023-08-31,20,0
0113-WUIBQ,0113-WUIBQ,2023-08-31,20,0
0114-BQZVA,0114-BQZVA,2023-08-31,20,0
0115-IPAMS,0115-IPAMS,2023-08-31,20,0
0116-QFWUA,0116-QFWUA,2023-08-31,20,0
0117-ILWNJ,0117-ILWNJ,2023-08-31,20,0
0118-TMUUX,0118-TMUUX,2023-08-31,20,0
0119-KZZMU,0119-KZZMU,2023-08-31,20,0
0120-SKDJR,0120-SKDJR,2023-08-31,20,0
0121-TTXHO,0121-TTXHO,2023-08-31,20,0
0122-TJRPQ,0122-TJRPQ,2023-08-31,20,0
0123-MMMON,0123-MMMON,2023-08-31,20,0
0124-BVZKW,0124-BVZKW,2023-08-31,20,0
0125-SXSRJ,0125-SXSRJ,2023-08-31,20,0
0126-IUIAW,0126-IUIAW,2023-08-31,20,0
0127-IQPOF,0127-IQPOF,2023-08-31,20,0
0128-WRKUK,0128-WRKUK,2023-08-31,20,0
0129-PAJYU,0129-PAJYU,2023-08-31,20,0
0130-ZGYRG,0130-ZGYRG,2023-08-31,20,0
0131-ISNUK,0131-ISNUK,2023-08-31,20,0
0132-OOHMQ,0132-OOHMQ,2023-08-31,20,0
0133-ZJXYZ,0133-ZJXYZ,2023-08-31,20,0
0134-AZOZW,0134-AZOZW,2023-08-31,20,0
0135-IJTCF,0135-IJTCF,2023-08-31,20,0
0136-XFOVG,0136-XFOVG,2023-08-31,20,0
0137-MZSND,0137-MZSND,2023-08-31,20,0
0138-TJNJJ,0138-TJNJJ,2023-08-31,20,0
0139-WYESC,0139-WYESC,2023-08-31,20,0
0140-GBYPC,0140-GBYPC,2023-08-31,20,0
0141-GJDIJ,0141-GJDIJ,2023-08-31,20,0
0142-DBPFG,0142-DBPFG,2023-08-31,20,0
0143-KHHYN,0143-KHHYN,2023-08-31,20,0
0144-OFIYE,0144-OFIYE,2023-08-31,20,0
0145-LZAJN,0145-LZAJN,2023-08-31,20,0
0146-MHMRK,0146-MHMRK,2023-08-31,20,0
0147-PKIUU,0147-PKIUU,2023-08-31,20,0
0148-LQMMV,0148-LQMMV,2023-08-31,20,0
0149-HMCWB,0149-HMCWB,2023-08-31,20,0
0150-IMHZP,0150-IMHZP,2023-08-31,20,0
0151-DKFFJ,0151-DKFFJ,2023-08-31,20,0
0152-XINBN,0152-XINBN,2023-08-31,20,0
0153-CEOAL,0153-CEOAL,2023-08-31,20,0
0154-PPQVG,0154-PPQVG,2023-08-31,20,0
0155-OSUQS,0155-OSUQS,2023-08-31,20,0
0156-KKQPQ,0156-KKQPQ,2023-08-31,20,0
0157-VGYPB,0157-VGYPB,2023-08-31,20,0
0158-YVLSJ,0158-YVLSJ,2023-08-31,20,0
0159-BMAYG,0159-BMAYG,2023-08-31,20,0
0160-TYFAN,0160-TYFAN,2023-08-31,20,0
0161-HYCKR,0161-HYCKR,2023-08-31,20,0
0162-KQKRI,0162-KQKRI,2023-08-31,20,0
0163-GEIJO,0163-GEIJO,2023-08-31,20,0
0164-SJYDX,0164-SJYDX,2023-08-31,20,0
0165-OCDWV,0165-OCDWV,2023-08-31,20,0
0166-QFIPY,0166-QFIPY,2023-08-31,20,0
0167-DTFQE,0167-DTFQE,2023-08-31,20,0
0168-NMERI,0168-NMERI,2023-08-31,20,0
0169-KEGJN,0169-KEGJN,2023-08-31,20,0
0170-LQIVU,0170-LQIVU,2023-08-31,20,0
0171-CRTHO,0171-CRTHO,2023-08-31,20,0
0172-YHWDL,0172-YHWDL,2023-08-31,20,0
0173-NVGPV,0173-NVGPV,2023-08-31,20,0
0174-VSYYG,0174-VSYYG,2023-08-31,20,0
0175-FHDJK,0175-FHDJK,2023-08-31,20,0
0176-JCHJJ,0176-JCHJJ,2023-08-31,20,0
0177-YJMAG,0177-YJMAG,2023-08-31,20,0
0178-ZMDXI,0178-ZMDXI,2023-08-31,20,0
0179-OBZOZ,0179-OBZOZ,2023-08-31,20,0
0180-BNUUD,0180-BNUUD,2023-08-31,20,0
0181-KXTVF,0181-KXTVF,2023-08-31,20,0
0182-LDWHG,0182-LDWHG,2023-08-31,20,0
0183-LEMAI,0183-LEMAI,2023-08-31,20,0
0184-PEWIX,0184-PEWIX,2023-08-31,20,0
0185-IJEDA,0185-IJEDA,2023-08-31,20,0
0186-OEACA,0186-OEACA,2023-08-31,20,0
0187-BQINN,0187-BQINN,2023-08-31,20,0
0188-EDQLX,0188-EDQLX,2023-08-31,20,0
0189-DZUVG,0189-DZUVG,2023-08-31,20,0
0190-CNOMY,0190-CNOMY,2023-08-31,20,0
0191-QIRRI,0191-QIRRI,2023-08-31,20,0
0192-FBYHS,0192-FBYHS,2023-08-31,20,0
0193-SGBZN,0193-SGBZN,2023-08-31,20,0
0194-XVYVN,0194-XVYVN,2023-08-31,20,0
0195-LUSRM,0195-LUSRM,2023-08-31,20,0
0196-PIQYN,0196-PIQYN,2023-08-31,20,0
0197-TBDQW,0197-TBDQW,2023-08-31,20,0
0198-MMJGL,0198-MMJGL,2023-08-31,20,0
0199-CMSSD,0199-CMSSD,2023-08-31,20,0
0200-KUNZJ,0200-KUNZJ,2023-08-31,20,0
0201-FNWQA,0201-FNWQA,2023-08-31,20,0
0202-KIQFK,0202-KIQFK,2023-08-31,20,0
0203-CAZWR,0203-CAZWR,2023-08-31,20,0
0204-COVKB,0204-COVKB,2023-08-31,20,0
0205-AQAJV,0205-AQAJV,2023-08-31,20,0
0206-UQGNU,0206-UQGNU,2023-08-31,20,0
0207-NNPVI,0207-NNPVI,2023-08-31,20,0
0208-CEZDM,0208-CEZDM,2023-08-31,20,0
0209-FFKCE,0209-FFKCE,2023-08-31,20,0
0210-GZKVS,0210-GZKVS,2023-08-31,20,0
0211-TIPAN,0211-TIPAN,2023-08-31,20,0
0212-XUXWB,0212-XUXWB,2023-08-31,20,0
0213-OTKVD,0213-OTKVD,2023-08-31,20,0
0214-EZCUX,0214-EZCUX,2023-08-31,20,0
0215-GENOB,0215-GENOB,2023-08-31,20,0
0216-LDHYJ,0216-LDHYJ,2023-08-31,20,0
0217-ICJMT,0217-ICJMT,2023-08-31,20,0
0218-BPVVO,0218-BPVVO,2023-08-31,20,0
0219-STUKL,0219-STUKL,2023-08-31,20,0
0220-HTBDV,0220-HTBDV,2023-08-31,20,0
0221-WPCOC,0221-WPCOC,2023-08-31,20,0
0222-ZMHBP,0222-ZMHBP,2023-08-31,20,0
0223-IDSMW,0223-IDSMW,2023-08-31,20,0
0224-YFXEC,0224-YFXEC,2023-08-31,20,0
0225-LZPAS,0225-LZPAS,2023-08-31,20,0
0226-TTYFK,0226-TTYFK,2023-08-31,20,0
0227-JJSZW,0227-JJSZW,2023-08-31,20,0
0228-KXDWA,0228-KXDWA,2023-08-31,20,0
0229-GRQUB,0229-GRQUB,2023-08-31,20,0
0230-TYGBC,0230-TYGBC,2023-08-31,20,0
0231-QOHCM,0231-QOHCM,2023-08-31,20,0
0232-UUGZN,0232-UUGZN,2023-08-31,20,0
0233-OIVVU,0233-OIVVU,2023-08-31,20,0
0234-FVOAT,0234-FVOAT,2023-08-31,20,0
0235-ZXLJO,0235-ZXLJO,2023-08-31,20,0
0236-DCZYK,0236-DCZYK,2023-08-31,20,0
0237-YUAYQ,0237-YUAYQ,2023-08-31,20,0
0238-ONRWM,0238-ONRWM,2023-08-31,20,0
0239-IPEPV,0239-IPEPV,2023-08-31,20,0
0240-DXRFO,0240-DXRFO,2023-08-31,20,0
0241-YAXLV,0241-YAXLV,2023-08-31,20,0
0242-MLFVK,0242-MLFVK,2023-08-31,20,0
0243-TSEUG,0243-TSEUG,2023-08-31,20,0
0244-XEGXQ,0244-XEGXQ,2023-08-31,20,0
0245-ZYBZQ,0245-ZYBZQ,2023-08-31,20,0
0246-RQJLS,0246-RQJLS,2023-08-31,20,0
0247-RWYST,0247-RWYST,2023-08-31,20,0
0248-XDRXB,0248-XDRXB,2023-08-31,20,0
0249-UIWKX,0249-UIWKX,2023-08-31,20,0
0250-AFGGO,0250-AFGGO,2023-08-31,20,0
0251-JYTYS,0251-JYTYS,2023-08-31,20,0
0252-SIURC,0252-SIURC,2023-08-31,20,0
0253-VBHLH,0253-VBHLH,2023-08-31,20,0
0254-JJXRQ,0254-JJXRQ,2023-08-31,20,0
0255-BNINF,0255-BNINF,2023-08-31,20,0
0256-RYESP,0256-RYESP,2023-08-31,20,0
0257-WQIEA,0257-WQIEA,2023-08-31,20,0
0258-ERBTA,0258-ERBTA,2023-08-31,20,0
0259-JVKZP,0259-JVKZP,2023-08-31,20,0
0260-SIEHW,0260-SIEHW,2023-08-31,20,0
0261-FLPHK,0261-FLPHK,2023-08-31,20,0
0262-DQCKJ,0262-DQCKJ,2023-08-31,20,0
0263-SWFYW,0263-SWFYW,2023-08-31,20,0
0264-CYLGE,0264-CYLGE,2023-08-31,20,0
0265-JNYOW,0265-JNYOW,2023-08-31,20,0
0266-WEXLN,0266-WEXLN,2023-08-31,20,0
0267-BNTGS,0267-BNTGS,2023-08-31,20,0
0268-QFRLF,0268-QFRLF,2023-08-31,20,0
0269-HBGIR,0269-HBGIR,2023-08-31,20,0
0270-UMXIJ,0270-UMXIJ,2023-08-31,20,0
0271-EMLBU,0271-EMLBU,2023-08-31,20,0
0272-DVOTM,0272-DVOTM,2023-08-31,20,0
0273-IBJDT,0273-IBJDT,2023-08-31,20,0
0274-TTZGS,0274-TTZGS,2023-08-31,20,0
0275-BOREG,0275-BOREG,2023-08-31,20,0
0276-QFQAB,0276-QFQAB,2023-08-31,20,0
0277-FGZYY,0277-FGZYY,2023-08-31,20,0
0278-WAHTQ,0278-WAHTQ,2023-08-31,20,0
0279-DIIOH,0279-DIIOH,2023-08-31,20,0
0280-RMHME,0280-RMHME,2023-08-31,20,0
0281-XUGPY,0281-XUGPY,2023-08-31,20,0
0282-AELCI,0282-AELCI,2023-08-31,20,0
0283-ORXAJ,0283-ORXAJ,2023-08-31,20,0
0284-KBTFH,0284-KBTFH,2023-08-31,20,0
0285-XPDNU,0285-XPDNU,2023-08-31,20,0
0286-TPOOG,0286-TPOOG,2023-08-31,20,0
0287-MKZUF,0287-MKZUF,2023-08-31,20,0
0288-GDHDD,0288-GDHDD,2023-08-31,20,0
0289-IMWLD,0289-IMWLD,2023-08-31,20,0
0290-UAQXO,0290-UAQXO,2023-08-31,20,0
0291-TSVZK,0291-TSVZK,2023-08-31,20,0
0292-PDCVU,0292-PDCVU,2023-08-31,20,0
0293-PELRY,0293-PELRY,2023-08-31,20,0
0294-JXBZN,0294-JXBZN,2023-08-31,20,0
0295-DPEVT,0295-DPEVT,2023-08-31,20,0
0296-PFARV,0296-PFARV,2023-08-31,20,0
0297-VGEJF,0297-VGEJF,2023-08-31,20,0
0298-IUGBG,0298-IUGBG,2023-08-31,20,0
0299-SLNGJ,0299-SLNGJ,2023-08-31,20,0
0300-REEYN,0300-REEYN,2023-08-31,20,0
0301-SCIQP,0301-SCIQP,2023-08-31,20,0
0302-NBAKT,0302-NBAKT,2023-08-31,20,0
0303-QLDST,0303-QLDST,2023-08-31,20,0
0304-FMQYF,0304-FMQYF,2023-08-31,20,0
0305-DGQOT,0305-DGQOT,2023-08-31,20,0
0306-CIFMD,0306-CIFMD,2023-08-31,20,0
0307-APWHU,0307-APWHU,2023-08-31,20,0
0308-MHPSQ,0308-MHPSQ,2023-08-31,20,0
0309-ARKIV,0309-ARKIV,2023-08-31,20,0
0310-CUWZU,0310-CUWZU,2023-08-31,20,0
0311-XRQPC,0311-XRQPC,2023-08-31,20,0
0312-ZBTYH,0312-ZBTYH,2023-08-31,20,0
0313-HGMZV,0313-HGMZV,2023-08-31,20,0
0314-FFRKO,0314-FFRKO,2023-08-31,20,0
0315-PGSPU,0315-PGSPU,2023-08-31,20,0
0316-URYKG,0316-URYKG,2023-08-31,20,0
0317-GZCKZ,0317-GZCKZ,2023-08-31,20,0
0318-OIYRI,0318-OIYRI,2023-08-31,20,0
0319-KOCFC,0319-KOCFC,2023-08-31,20,0
0320-HOOOH,0320-HOOOH,2023-08-31,20,0
0321-UTGZC,0321-UTGZC,2023-08-31,20,0
0322-PGTPF,0322-PGTPF,2023-08-31,20,0
0323-SPRJS,0323-SPRJS,2023-08-31,20,0
0324-YFPNC,0324-YFPNC,2023-08-31,20,0
0325-BCOVR,0325-BCOVR,2023-08-31,20,0
0326-WFBPR,0326-WFBPR,2023-08-31,20,0
0327-ATIOF,0327-ATIOF,2023-08-31,20,0
0328-BTVXQ,0328-BTVXQ,2023-08-31,20,0
0329-VOAVU,0329-VOAVU,2023-08-31,20,0
0330-BBXDZ,0330-BBXDZ,2023-08-31,20,0
0331-XHRRL,0331-XHRRL,2023-08-31,20,0
0332-UTWKK,0332-UTWKK,2023-08-31,20,0
0333-USKKA,0333-USKKA,2023-08-31,20,0
0334-WYTMK,0334-WYTMK,2023-08-31,20,0
0335-POZUX,0335-POZUX,2023-08-31,20,0
0336-KZCNY,0336-KZCNY,2023-08-31,20,0
0337-MCANL,0337-MCANL,2023-08-31,20,0
0338-NZVJC,0338-NZVJC,2023-08-31,20,0
0339-BJFWU,0339-BJFWU,2023-08-31,20,0
0340-YPDCI,0340-YPDCI,2023-08-31,20,0
0341-DXXJH,0341-DXXJH,2023-08-31,20,0
0342-ZSDKS,0342-ZSDKS,2023-08-31,20,0
0343-HTXID,0343-HTXID,2023-08-31,20,0
0344-LHWZA,0344-LHWZA,2023-08-31,20,0
0345-JRMGZ,0345-JRMGZ,2023-08-31,20,0
0346-MZZIO,0346-MZZIO,2023-08-31,20,0
0347-KCKVS,0347-KCKVS,2023-08-31,20,0
0348-FKOWV,0348-FKOWV,2023-08-31,20,0
0349-PRYDV,0349-PRYDV,2023-08-31,20,0
0350-KCHPM,0350-KCHPM,2023-08-31,20,0
0351-XKLJJ,0351-XKLJJ,2023-08-31,20,0
0352-EAYDT,0352-EAYDT,2023-08-31,20,0
0353-SKMLN,0353-SKMLN,2023-08-31,20,0
0354-DLRLG,0354-DLRLG,2023-08-31,20,0
0355-ARGDR,0355-ARGDR,2023-08-31,20,0
0356-UDTFE,0356-UDTFE,2023-08-31,20,0
0357-JKKSD,0357-JKKSD,2023-08-31,20,0
0358-XZOKO,0358-XZOKO,2023-08-31,20,0
0359-KXCKK,0359-KXCKK,2023-08-31,20,0
0360-FEKSR,0360-FEKSR,2023-08-31,20,0
0361-AIRAM,0361-AIRAM,2023-08-31,20,0
0362-VUGID,0362-VUGID,2023-08-31,20,0
0363-WFQFT,0363-WFQFT,2023-08-31,20,0
0364-FBIGZ,0364-FBIGZ,2023-08-31,20,0
0365-OCHSI,0365-OCHSI,2023-08-31,20,0
0366-CJABP,0366-CJABP,2023-08-31,20,0
0367-XOZDZ,0367-XOZDZ,2023-08-31,20,0
0368-QELTB,0368-QELTB,2023-08-31,20,0
0369-AHWMH,0369-AHWMH,2023-08-31,20,0
0370-KNMIO,0370-KNMIO,2023-08-31,20,0
0371-MBPFJ,0371-MBPFJ,2023-08-31,20,0
0372-FTOTE,0372-FTOTE,2023-08-31,20,0
0373-IAPHQ,0373-IAPHQ,2023-08-31,20,0
0374-GRSDT,0374-GRSDT,2023-08-31,20,0
0375-EYYLH,0375-EYYLH,2023-08-31,20,0
0376-DTZIV,0376-DTZIV,2023-08-31,20,0
0377-JEKXD,0377-JEKXD,2023-08-31,20,0
0378-ZFIQZ,0378-ZFIQZ,2023-08-31,20,0
0379-MAKUH,0379-MAKUH,2023-08-31,20,0
0380-XBAFL,0380-XBAFL,2023-08-31,20,0
0381-OSWXO,0381-OSWXO,2023-08-31,20,0
0382-SXOZC,0382-SXOZC,2023-08-31,20,0
0383-TADZH,0383-TADZH,2023-08-31,20,0
0384-DVNHM,0384-DVNHM,2023-08-31,20,0
0385-VRBOR,0385-VRBOR,2023-08-31,20,0
0386-KOWGJ,0386-KOWGJ,2023-08-31,20,0
0387-HSMKZ,0387-HSMKZ,2023-08-31,20,0
0388-HRGMI,0388-HRGMI,2023-08-31,20,0
0389-ZSNDK,0389-ZSNDK,2023-08-31,20,0
0390-SAELT,0390-SAELT,2023-08-31,20,0
0391-MEKNA,0391-MEKNA,2023-08-31,20,0
0392-SYRLQ,0392-SYRLQ,2023-08-31,20,0
0393-HNWFY,0393-HNWFY,2023-08-31,20,0
0394-YYANF,0394-YYANF,2023-08-31,20,0
0395-DNXFB,0395-DNXFB,2023-08-31,20,0
0396-ISYQG,0396-ISYQG,2023-08-31,20,0
0397-VUVUM,0397-VUVUM,2023-08-31,20,0
0398-TMYTO,0398-TMYTO,2023-08-31,20,0
0399-ZLDCA,0399-ZLDCA,2023-08-31,20,0
0400-AYMGH,0400-AYMGH,2023-08-31,20,0
0401-CLKWP,0401-CLKWP,2023-08-31,20,0
0402-ZGBCK,0402-ZGBCK,2023-08-31,20,0
0403-PMICD,0403-PMICD,2023-08-31,20,0
0404-WGUUI,0404-WGUUI,2023-08-31,20,0
0405-BLONS,0405-BLONS,2023-08-31,20,0
0406-NLEVB,0406-NLEVB,2023-08-31,20,0
0407-PTNJH,0407-PTNJH,2023-08-31,20,0
0408-BEPYG,0408-BEPYG,2023-08-31,20,0
0409-VFMJA,0409-VFMJA,2023-08-31,20,0
0410-DMETL,0410-DMETL,2023-08-31,20,0
0411-AJXPV,0411-AJXPV,2023-08-31,20,0
0412-XCWFI,0412-XCWFI,2023-08-31,20,0
0413-OZXOC,0413-OZXOC,2023-08-31,20,0
0414-NFRUH,0414-NFRUH,2023-08-31,20,0
0415-CUDVK,0415-CUDVK,2023-08-31,20,0
0416-SJYNO,0416-SJYNO,2023-08-31,20,0
0417-GPIPR,0417-GPIPR,2023-08-31,20,0
0418-WOZEW,0418-WOZEW,2023-08-31,20,0
0419-YFLOT,0419-YFLOT,2023-08-31,20,0
0420-FLUZR,0420-FLUZR,2023-08-31,20,0
0421-RRRRM,0421-RRRRM,2023-08-31,20,0
0422-KHSNU,0422-KHSNU,2023-08-31,20,0
0423-UROBW,0423-UROBW,2023-08-31,20,0
0424-OVHQW,0424-OVHQW,2023-08-31,20,0
0425-TIDAF,0425-TIDAF,2023-08-31,20,0
0426-GNQNO,0426-GNQNO,2023-08-31,20,0
0427-DHPVK,0427-DHPVK,2023-08-31,20,0
0428-KVJAR,0428-KVJAR,2023-08-31,20,0
0429-MPDMF,0429-MPDMF,2023-08-31,20,0
0430-EZXSR,0430-EZXSR,2023-08-31,20,0
0431-URGMP,0431-URGMP,2023-08-31,20,0
0432-AYRNN,0432-AYRNN,2023-08-31,20,0
0433-LQWFP,0433-LQWFP,2023-08-31,20,0
0434-PUWUX,0434-PUWUX,2023-08-31,20,0
0435-COWJD,0435-COWJD,2023-08-31,20,0
0436-LIWAV,0436-LIWAV,2023-08-31,20,0
0437-VEQSV,0437-VEQSV,2023-08-31,20,0
0438-MUERS,0438-MUERS,2023-08-31,20,0
0439-NDPIY,0439-NDPIY,2023-08-31,20,0
0440-YDYUH,0440-YDYUH,2023-08-31,20,0
0441-CXWEH,0441-CXWEH,2023-08-31,20,0
0442-USSCJ,0442-USSCJ,2023-08-31,20,0
0443-XZJRF,0443-XZJRF,2023-08-31,20,0
0444-EPPUT,0444-EPPUT,2023-08-31,20,0
0445-CHSHX,0445-CHSHX,2023-08-31,20,0
0446-JMKWG,0446-JMKWG,2023-08-31,20,0
0447-XJWMU,0447-XJWMU,2023-08-31,20,0
0448-HFHTG,0448-HFHTG,2023-08-31,20,0
0449-OPMXH,0449-OPMXH,2023-08-31,20,0
0450-GLGCG,0450-GLGCG,2023-08-31,20,0
0451-ITDDR,0451-ITDDR,2023-08-31,20,0
0452-USOQI,0452-USOQI,2023-08-31,20,0
0453-YVZDZ,0453-YVZDZ,2023-08-31,20,0
0454-BBLBX,0454-BBLBX,2023-08-31,20,0
0455-ONMWO,0455-ONMWO,2023-08-31,20,0
0456-YQIPV,0456-YQIPV,2023-08-31,20,0
0457-QSAZU,0457-QSAZU,2023-08-31,20,0
0458-EVGFA,0458-EVGFA,2023-08-31,20,0
0459-BIADD,0459-BIADD,2023-08-31,20,0
0460-PJUOA,0460-PJUOA,2023-08-31,20,0
0461-POYDN,0461-POYDN,2023-08-31,20,0
0462-FQDVZ,0462-FQDVZ,2023-08-31,20,0
0463-WAIZN,0463-WAIZN,2023-08-31,20,0
0464-FUPYG,0464-FUPYG,2023-08-31,20,0
0465-GXDZP,0465-GXDZP,2023-08-31,20,0
0466-LBIEE,0466-LBIEE,2023-08-31,20,0
0467-HYWWB,0467-HYWWB,2023-08-31,20,0
0468-OJHTF,0468-OJHTF,2023-08-31,20,0
0469-JUFFP,0469-JUFFP,2023-08-31,20,0
0470-ZFGYU,0470-ZFGYU,2023-08-31,20,0
0471-RPGGB,0471-RPGGB,2023-08-31,20,0
0472-HCLUQ,0472-HCLUQ,2023-08-31,20,0
0473-XERAQ,0473-XERAQ,2023-08-31,20,0
0474-IOWNZ,0474-IOWNZ,2023-08-31,20,0
0475-OKJSX,0475-OKJSX,2023-08-31,20,0
0476-KKIID,0476-KKIID,2023-08-31,20,0
0477-HOXTQ,0477-HOXTQ,2023-08-31,20,0
0478-LMZWL,0478-LMZWL,2023-08-31,20,0
0479-EHHGN,0479-EHHGN,2023-08-31,20,0
0480-SVUAD,0480-SVUAD,2023-08-31,20,0
